ObsID,StationName,Provider ID,Country code,StationLat,StationLon,Height,Height Units,DrainingArea.km2.Provider,Catchment Area Units,Added Date,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,HasWL,HasD,Alive D,StartDate_hist_24,EndDate_hist_24,StartDate_nrt_24,EndDate_nrt_24,StartDate_hist_6,EndDate_hist_6,StartDate_nrt_6,EndDate_nrt_6,DiffDays_hist_24,DiffDays_nrt_24,DiffDays_hist_6,DiffDays_nrt_6,cal_hist_24h,cal_nrt_24h,cal_hist_6h,cal_nrt_6h,CAL_TYPE,Notes,EC_calib,Dam/Lake
522,Mieduniszki,1024,PL,54.3264,21.980278,86.72,meter n. p,-,-,41172.79167,Angrapa,Pregolya,Pregolya,-,1000,5097500,3532500,FALSE,FALSE,0,0,0,34701,39448,-,-,-,-,-,-,4747,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
526,Olawa,1024,PL,50.947778,17.292778,129,meter n. p,-,-,41172.79167,Oslawa,Oder,Oder,-,800,4832500,3112500,FALSE,FALSE,0,0,0,34701,39448,-,-,39387.25,39447.25,-,-,4747,-,60,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,Moved on affluent,3,-
530,OЕЃAWA (MOST),1024,PL,50.94638889,17.30638889,121.978,mamsl,19791.25,Km2,41172.79167,Oder,Oder,Oder,C182,20050,4837500,3117500,TRUE,FALSE,1,1,1,34701,39448,43256,43303,39387.25,39447.25,43255.75,43302.5,4747,47,60,46,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
531,SKOROGOSZCZ,1024,PL,50.76194444,17.675,139.847,mamsl,4489.48,Km2,41172.79167,Eastern Neisse ,Oder,Oder,C190,4625,4857500,3102500,TRUE,TRUE,1,1,1,34701,42675,43172,43343,39387.25,39447.25,43171.25,43342.5,7974,171,60,171,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
532,NOWA SГ“L,1024,PL,51.80222222,15.72166667,58.818,mamsl,36839.82,Km2,41172.79167,Oder,Oder,Oder,-,37150,4722500,3197500,TRUE,TRUE,1,1,1,34701,42675,43192,43343,39388.25,39447.25,43191.5,43342.5,7974,151,59,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
533,CIGACICE,1024,PL,52.03305556,15.6075,47.395,mamsl,39900.85,Km2,41172.79167,Oder,Oder,Oder,-,39025,4707500,3227500,FALSE,TRUE,0,0,0,34701,42675,43175,43343,39387.25,39447.25,43174.5,43342.5,7974,168,60,168,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
534,Bardo,1024,PL,50.503611,16.741111,256,meter n. p,-,-,41172.79167,Nysa Klodzka,Oder,Oder,-,1750,4797500,3067500,TRUE,FALSE,1,1,1,34701,39448,-,-,39387.25,39447.25,-,-,4747,-,60,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
536,POЕЃД�CKO,1024,PL,52.05277778,14.89222222,32.621,mamsl,47164.75,Km2,41172.79167,Oder,Oder,Oder,C180,46350,4652500,3227500,FALSE,TRUE,0,0,0,34701,42675,43192,43319,39387.25,39447.25,43201.5,43318.75,7974,127,60,117,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
538,RACIBГ“RZ-MIEDONIA,1024,PL,50.12277778,18.23083333,176.276,mamsl,6728.54,Km2,41172.79167,Oder,Oder,Oder,C183,6725,4907500,3037500,TRUE,TRUE,1,1,1,34701,42675,43192,43343,39022.25,39447.25,43191.5,43342.5,7974,151,425,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
539,ЕљCINAWA,1024,PL,51.40888889,16.44333333,86.725,mamsl,29611.72,Km2,41172.79167,Oder,Oder,Oder,C181,29650,4767500,3157500,FALSE,TRUE,1,0,1,34701,42675,43192,43343,39387.25,39447.25,43191.5,43342.5,7974,151,60,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
542,Jarnoltow,1024,PL,51.121944,16.842778,95,meter n. p,-,-,41172.79167,Bystrzyca,Oder,Oder,C191,1675,4797500,3132500,TRUE,FALSE,1,1,1,34701,40544,-,-,39387.25,39447.25,-,-,5843,-,60,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
545,DZIAЕЃOSZYN,1024,PL,51.11,18.87333333,172.578,mamsl,4093.63,Km2,41172.79167,Warta,Oder,Oder,C540,4050,4937500,3147500,TRUE,TRUE,1,1,1,22222,42675,43192,43343,-,-,43191.5,43342.5,20453,151,-,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
546,SIERADZ,1024,PL,51.59944444,18.7425,125.091,mamsl,8156.15,Km2,41172.79167,Zeglina,Oder,Oder,-,8225,4922500,3202500,TRUE,TRUE,1,1,1,22378,42675,43192,43343,-,-,43191.5,43342.5,20297,151,-,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
547,SЕЃAWSK,1024,PL,52.19861111,18.13472222,75.767,mamsl,13759.46,Km2,41172.79167,Warta,Oder,Oder,C197,13750,4872500,3262500,TRUE,TRUE,1,1,1,34701,42675,43192,43343,-,-,43191.5,43342.5,7974,151,-,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
548,POZNAЕѓ (MOST ROCHA),1024,PL,52.39861111,16.94277778,49.458,mamsl,25908.89,Km2,41172.79167,Warta,Oder,Oder,C196,25575,4792500,3282500,TRUE,TRUE,1,1,1,18204,42675,43192,43343,-,-,43191.5,43342.5,24471,151,-,151,TRUE,FALSE,FALSE,FALSE,HIST_24h,use data after 1997,3,-
549,GORZГ“W WIELKOPOLSKI,1024,PL,52.73,15.25305556,15.514,mamsl,52362.12,Km2,41172.79167,Warta,Oder,Oder,C194,53275,4682500,3302500,FALSE,TRUE,0,0,0,34275,42675,43202,43343,-,-,43201.5,43342.5,8400,141,-,141,TRUE,FALSE,FALSE,FALSE,HIST_24h,use data after 1997,3,-
550,Dabie,1024,PL,52.085278,18.825278,93,meter n. p,-,-,41172.79167,Ner,Oder,Oder,C542,1825,4922500,3257500,TRUE,FALSE,1,1,1,34701,40544,-,-,-,-,-,-,5843,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
551,NOWE DREZDENKO,1024,PL,52.85083333,15.83777778,24.208,mamsl,15916.27,Km2,41172.79167,Notec,Oder,Oder,C199,16850,4717500,3322500,TRUE,TRUE,1,1,1,34701,42675,43176,43343,-,-,43176,43342.5,7974,167,-,166,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
552,BOGUSЕЃAW,1024,PL,51.89888889,17.95472222,87.904,mamsl,4282.38,Km2,41172.79167,Prosna,Oder,Oder,-,4300,4867500,3227500,TRUE,TRUE,1,1,1,22222,42675,43202,43343,-,-,43201.5,43342.5,20453,141,-,141,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
554,Drawiny,1024,PL,52.885556,15.977778,30,meter n. p,-,-,41172.79167,Drawa,Oder,Oder,-,3000,4722500,3327500,FALSE,FALSE,0,0,0,22222,39387,-,-,-,-,-,-,17165,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
555,Podgorze,1024,PL,51.465,18.943333,140,meter n. p,-,-,41172.79167,Widawka,Oder,Oder,C541,2425,4942500,3187500,FALSE,FALSE,0,0,0,34701,40544,-,-,-,-,-,-,5843,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
556,Nemcice,1019,CZ,50.0945404,15.80815564,216.91,m.n.m.,4300.51,km2,41172.79167,Labe,Elbe,Elbe,C559,4300,4737500,3017500,FALSE,FALSE,0,0,0,33240,40179,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
557,Prelouc,1019,CZ,50.04453826,15.57347053,204.57,m.n.m.,6435.02,km2,41172.79167,Labe,Elbe,Elbe,-,6475,4712500,3007500,FALSE,FALSE,0,0,0,33240,40179,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
558,Predmerice,1019,CZ,50.24837667,14.77606671,174,m.n.m.,2158.71,km2,41172.79167,Jizera,Elbe,Elbe,-,2175,4667500,3032500,FALSE,FALSE,0,0,0,36466,40179,-,-,-,-,-,-,3713,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,Same as 2089  different time period,3,-
559,Ceske Budejovice,1019,CZ,48.9807368,14.46398638,377.95,m.n.m.,2849.82,km2,41172.79167,Vltava,Elbe,Elbe,C560,2825,4647500,2882500,TRUE,FALSE,0,1,1,33240,40544,-,-,-,-,-,-,7304,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
560,Bechyne,1019,CZ,49.28875664,14.4711844,354.07,m.n.m.,4055.13,km2,41172.79167,Luznice,Elbe,Elbe,C159,3875,4647500,2922500,TRUE,TRUE,0,1,1,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
561,Pisek,1019,CZ,49.31290997,14.1453947,353.9,m.n.m.,2913.93,km2,41172.79167,Otava,Elbe,Elbe,C315,2925,4622500,2922500,TRUE,TRUE,0,1,1,27700,42736,42602,43343,42370,42736,42601.5,43342.5,15036,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
562,Nespeky,1019,CZ,49.85952915,14.65083744,259.38,m.n.m.,4038.25,km2,41172.79167,Sazava,Elbe,Elbe,-,4075,4652500,2982500,FALSE,TRUE,0,0,0,34275,42736,42602,43343,42370,42736,42601.5,43342.5,8461,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
563,BГ­lГЎ Hora,1019,CZ,49.76665,13.4043,297.89,m.n.m.,4017.5,km2,41172.79167,Berounka,Elbe,Elbe,-,4775,4567500,2967500,TRUE,FALSE,0,1,1,33240,40179,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
564,Beroun,1019,CZ,49.95588783,14.06619032,218.27,m.n.m.,628.96,km2,41172.79167,Litavka,Elbe,Elbe,C161,8325,4612500,2992500,TRUE,TRUE,0,1,1,4385,42736,42602,43343,42370,42736,42601.5,43342.5,38351,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,Wrong upstream area from provider  moved on main stream,3,-
565,Praha-Chuchle,1019,CZ,50.02644582,14.39752682,186.61,m.n.m.,26730.71,km2,41172.79167,Vltava,Elbe,Elbe,C160,26850,4637500,2997500,FALSE,TRUE,0,0,0,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
566,Melnik,1019,CZ,50.35196566,14.47082407,152.73,m.n.m.,41837.98,km2,41172.79167,Labe,Elbe,Elbe,-,42025,4637500,3037500,FALSE,FALSE,0,0,0,33240,40179,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
567,Karlovy Vary,1019,CZ,50.23748451,12.88383746,365.89,m.n.m.,2861.17,km2,41172.79167,Ohre,Elbe,Elbe,-,2925,4527500,3017500,TRUE,FALSE,0,1,1,33240,40179,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
568,Louny I.,1019,CZ,50.35749915,13.8048076,171.45,m.n.m.,4962.3,km2,41172.79167,Ohre,Elbe,Elbe,C162,5100,4587500,3032500,TRUE,TRUE,0,1,1,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,Regulated,3,D
569,Usti nad Labem,1019,CZ,50.65302768,14.04280585,130.95,m.n.m.,48540.85,km2,41172.79167,Labe,Elbe,Elbe,C156,48700,4607500,3062500,FALSE,TRUE,0,0,0,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
570,Svinov,1019,CZ,49.81993601,18.21728828,204.13,m.n.m.,1613.73,km2,41172.79167,Oder,Oder,Oder,C185,1525,4912500,2997500,FALSE,FALSE,0,0,0,33240,40544,-,-,-,-,-,-,7304,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
571,Dehylov,1019,CZ,49.87881658,18.17784406,211.2,m.n.m.,2038.8,km2,41172.79167,Opava,Oder,Oder,C186,2050,4907500,3002500,TRUE,FALSE,0,1,1,33240,40544,-,-,-,-,-,-,7304,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
572,Bohumin,1019,CZ,49.9196507,18.32726427,193.79,m.n.m.,4665.47,km2,41172.79167,Oder,Oder,Oder,C184,4675,4917500,3012500,FALSE,TRUE,0,0,0,7307,42736,42602,43343,42370,42736,42601.5,43342.5,35429,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
574,Olomouc,1019,CZ,49.57687392,17.26132995,204.63,m.n.m.,3323.94,km2,41172.79167,Morava,Danube,Danube,-,3450,4847500,2962500,FALSE,TRUE,0,0,0,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
575,Dluhonice,1019,CZ,49.44911631,17.40854274,199.71,m.n.m.,1592.69,km2,41172.79167,Becva,Danube,Danube,-,1575,4857500,2952500,TRUE,FALSE,0,1,1,33240,40179,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
576,Kromeriz,1019,CZ,49.30191089,17.39938976,183.17,m.n.m.,7030.31,km2,41172.79167,Morava,Danube,Danube,-,7200,4857500,2937500,TRUE,TRUE,0,1,1,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
578,Travni Dvur,1019,CZ,48.7905475,16.4378964,172.64,m.n.m.,3531.36,km2,41172.79167,Thaya,Danube,Danube,C775,3450,4792500,2872500,TRUE,TRUE,0,1,1,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
579,Zidlochovice,1019,CZ,49.03552523,16.61674117,177.89,m.n.m.,3940,km2,41172.79167,Svratka,Danube,Danube,C055,4150,4802500,2902500,TRUE,TRUE,0,1,1,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
580,Ivancice,1019,CZ,49.08301254,16.41148769,194.01,m.n.m.,2682.17,km2,41172.79167,Jihlava,Danube,Danube,C444,2800,4787500,2907500,TRUE,TRUE,0,1,1,33240,42736,42602,43343,42370,42736,42601.5,43342.5,9496,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,dam,3,D
581,Breclav-Ladna,1019,CZ,48.79945009,16.85867169,157.38,m.n.m.,12279.97,km2,41172.79167,Thaya,Danube,Danube,C319,12325,4822500,2877500,TRUE,TRUE,1,1,1,32144,42736,42602,43343,42370,42736,42601.5,43342.5,10592,741,366,741,TRUE,FALSE,FALSE,FALSE,HIST_24h,dam,3,D
582,Miziya,1026,BG,43.6919,23.8258,26.32,m,3112,km2,41172.79167,Ogosta,Danube,Danube,C772,3050,5427500,2382500,TRUE,TRUE,1,1,1,33240,42370,39935,43343,-,-,-,-,9130,3408,-,-,TRUE,TRUE,FALSE,FALSE,HIST_24h,-,3,-
583,Novi Iskar,1026,BG,42.8292,23.3598,502.63,m,3662,km2,41172.79167,Iskar,Danube,Danube,-,3825,5412500,2297500,TRUE,FALSE,1,1,1,42006,42370,39935,43343,-,-,-,-,364,3408,-,-,FALSE,TRUE,FALSE,FALSE,NRT_24h,-,3,-
584,Orehovica,1026,BG,43.5878,24.3589,31.2,m,8366,km2,41172.79167,Iskar,Danube,Danube,-,8375,5477500,2387500,TRUE,TRUE,1,1,1,33240,42370,39935,43343,-,-,-,-,9130,3408,-,-,TRUE,TRUE,FALSE,FALSE,HIST_24h,-,3,-
587,Izgrev,1026,BG,43.4555,25.0528,40.32,m,2154,km2,41172.79167,Osam,Danube,Danube,C773,2275,5537500,2382500,TRUE,TRUE,1,1,1,33240,42370,39935,43343,-,-,-,-,9130,3408,-,-,TRUE,TRUE,FALSE,FALSE,HIST_24h,-,3,-
588,Sevlievo,1026,BG,42.9958,25.1086,196.24,m,958,km2,41172.79167,Rositsa,Danube,Danube,-,1000,5547500,2337500,TRUE,TRUE,1,1,1,33240,42370,39935,43343,-,-,-,-,9130,3408,-,-,TRUE,TRUE,FALSE,FALSE,HIST_24h,-,3,-
589,Karantsi,1026,BG,43.3803,25.6672,30.9,m,6860,km2,41172.79167,Yantra,Danube,Danube,C785,6850,5582500,2392500,TRUE,TRUE,1,1,1,33240,42370,39935,43343,-,-,-,-,9130,3408,-,-,TRUE,TRUE,FALSE,FALSE,HIST_24h,-,3,-
590,Dzhuliunitsa,1026,BG,43.133,25.9059,62.02,m,882,km2,41172.79167,Dzhulunitsa,Danube,Danube,-,825,5607500,2362500,TRUE,TRUE,1,1,1,33240,42370,39935,43343,-,-,-,-,9130,3408,-,-,TRUE,TRUE,FALSE,FALSE,HIST_24h,-,3,-
591,Shirocovo,1026,BG,43.5529,25.9458,92.81,m,1383,km2,41172.79167,Cherni Lom,Danube,Danube,-,1425,5602500,2407500,TRUE,FALSE,1,1,1,42006,42370,39935,43343,-,-,-,-,364,3408,-,-,FALSE,TRUE,FALSE,FALSE,NRT_24h,negative data,3,-
592,Plovdiv,1026,BG,42.1545,24.7388,155.08,m,7926,km2,41172.79167,Maritsa,Maritsa,Evros,-,8025,5532500,2237500,TRUE,FALSE,1,1,1,42006,42370,39941,43343,-,-,-,-,364,3402,-,-,FALSE,TRUE,FALSE,FALSE,NRT_24h,-,3,-
594,Ebro En Miranda Ebro,1012,ES,42.687636,-2.955462,458.84,m,5481,Km2,41170.79167,Ebro,Ebro,Ebro,C531,5275,3257500,2272500,TRUE,FALSE,1,1,1,4751,40350,-,-,36331,36433,-,-,35599,-,102,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
595,Ebro En Castejon,1012,ES,42.180075,-1.694672,264.83,m,25194,Km2,41170.79167,Ebro,Ebro,Ebro,C114,25375,3352500,2197500,TRUE,TRUE,1,1,1,10595,40452,41028,43343,32030,32061,41028,43342.5,29857,2315,31,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
596,Ega En Andosilla,1012,ES,42.374073,-1.948857,304.13,m,1445,Km2,41170.79167,Ega,Ebro,Ebro,C283,1425,3337500,2222500,TRUE,TRUE,1,1,1,4751,40452,41028,43343,-,-,41028,43342.5,35701,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
597,Arga En Funes,1012,ES,42.314788,-1.801186,283.66,m,2759,Km2,41170.79167,Arga,Ebro,Ebro,C284,2775,3352500,2217500,TRUE,TRUE,1,1,1,4751,40452,41028,43343,-,-,41028,43342.5,35701,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
598,Aragon En Caparroso,1012,ES,42.343265,-1.650487,302.33,m,5469,Km2,41170.79167,Aragon,Ebro,Ebro,C285,5550,3362500,2212500,TRUE,TRUE,1,1,1,4751,40452,41028,43343,30072,30072,41028,43342.5,35701,2315,0,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
600,Ebro En Zaragoza,1012,ES,41.658572,-0.881001,200.62,m,40434,Km2,41170.79167,Ebro,Ebro,Ebro,C115,41075,3407500,2132500,TRUE,TRUE,1,1,1,4751,40452,41028,43343,-,-,41028,43342.5,35701,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
602,Martin En Hijar,1012,ES,41.174519,-0.453206,260.07,m,1419,Km2,41170.79167,Martin,Ebro,Ebro,C289,1350,3442500,2067500,TRUE,TRUE,1,1,1,4751,40452,41028,43343,38626,38628,41028,43342.5,35701,2315,2,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
603,Cinca En Fraga,1012,ES,41.551916,0.323398,101.04,m,9612,Km2,41170.79167,Cinca,Ebro,Ebro,C290,9700,3512500,2102500,TRUE,TRUE,1,1,1,10595,40452,41028,43343,-,-,41028,43342.5,29857,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
605,Segre En Seros,1012,ES,41.45158,0.416323,87.26,m,12782,Km2,41170.79167,Segre,Ebro,Ebro,C117,12900,3522500,2092500,TRUE,TRUE,1,1,1,9418,40452,41028,43343,-,-,41028,43342.5,31034,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
606,Ebro En Tortosa,1012,ES,40.813296,0.520716,25,m,84230,Km2,41170.79167,Ebro,Ebro,Ebro,C118,85050,3522500,2022500,FALSE,TRUE,0,0,0,4751,40452,41028,43343,-,-,41028,43342.5,35701,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,Dams oscillations,3,D
607,Guadalope Cola Santolea,1012,ES,40.739821,-0.36836,584,m,1002,Km2,41170.79167,Guadalope,Ebro,Ebro,-,975,3437500,2017500,TRUE,FALSE,1,1,1,11325,39356,-,-,-,-,-,-,28031,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,Moved upstream of dam,3,-
608,Bergantes En Zorita,1012,ES,40.778878,-0.155649,540.32,m,1038,Km2,41170.79167,Bergantes,Ebro,Ebro,C291,1075,3462500,2017500,TRUE,TRUE,1,1,1,18538,40452,41028,43343,-,-,41028,43342.5,21914,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
610,Rioalcanadre En P.Alcofea,1012,ES,41.912731,-0.125338,316.43,m,7665,Km2,41170.79167,Alcanadre,Ebro,Ebro,-,1300,3477500,2142500,TRUE,TRUE,1,1,1,10595,39722,41028,43343,-,-,41028,43342.5,29127,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,Wrong area from provider,3,-
611,Najerilla En Torremontalbo,1012,ES,42.498307,-2.68401,425.35,m,1090,Km2,41170.79167,Najerilla,Ebro,Ebro,C292,1125,3277500,2237500,TRUE,TRUE,1,1,1,11325,40452,41028,43343,29860,29861,41028,43342.5,29127,2315,1,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
613,Jiloca En Morata De Jiloca,1012,ES,41.251626,-1.58451,635.79,m,2502,Km2,41170.79167,Jiloca,Ebro,Ebro,C296,2975,3352500,2087500,TRUE,TRUE,1,1,1,11387,40452,41028,43343,-,-,41028,43342.5,29065,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,Low data quality  dam?,3,-
614,Gallego En Sta. Eulalia,1012,ES,42.271258,-0.750966,427,m,1901,Km2,41170.79167,Gallego,Ebro,Ebro,-,1875,3432500,2192500,TRUE,TRUE,1,1,1,16347,39722,41028,43343,-,-,41028,43342.5,23375,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
615,Irati En Liedena,1012,ES,42.623685,-1.29483,410.77,m,1546,Km2,41170.79167,Irati,Ebro,Ebro,C298,1575,3392500,2242500,TRUE,TRUE,1,1,1,11325,39722,41028,43343,30136,30175,41028,43342.5,28397,2315,39,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
616,Arga En Echauri,1012,ES,42.790801,-1.789863,377.55,m,1756,Km2,41170.79167,Arga,Ebro,Ebro,-,1775,3357500,2262500,TRUE,TRUE,1,1,1,11325,39722,41028,43343,31263,31263,41028,43342.5,28397,2315,0,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
617,Segre A/Abajo E.Oliana,1012,ES,42.089524,1.292847,440,m,2700,Km2,41170.79167,Segre,Ebro,Ebro,C519,2675,3597500,2147500,TRUE,TRUE,1,1,1,19269,40452,41028,43343,30272,30272,41028,43342.5,21183,2315,0,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,Dam oscillations,3,D
618,Jalon En Grisen,1012,ES,41.732907,-1.175651,250,m,9694,Km2,41170.79167,Jalon,Ebro,Ebro,C301,10050,3387500,2132500,TRUE,TRUE,1,1,1,25695,40452,41028,43343,-,-,41028,43342.5,14757,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
619,Gallego En Zaragoza,1012,ES,41.669308,-0.841816,194.34,m,4008,Km2,41170.79167,Gallego,Ebro,Ebro,C116,3850,3417500,2132500,TRUE,TRUE,1,1,1,26939,39347,41844,43343,-,-,41843.5,43342.5,12408,1499,-,1499,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
620,Nela En Trespaderne,1012,ES,42.802417,-3.40162,545.29,m,1093,Km2,41170.79167,Nela,Ebro,Ebro,C303,1075,3227500,2292500,TRUE,TRUE,1,1,1,23286,38626,41028,43343,-,-,41028,43342.5,15340,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
621,Oca En OГ±a,1012,ES,42.735292,-3.41388,575.62,m,1051,Km2,41170.79167,Oca,Ebro,Ebro,C304,1125,3227500,2277500,TRUE,TRUE,1,1,1,21825,40452,41028,43343,-,-,41028,43342.5,18627,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
622,Flumen En Albalatillo,1012,ES,41.758431,-0.181336,244.47,m,1499,Km2,41170.79167,Flumen,Ebro,Ebro,-,1475,3472500,2132500,TRUE,TRUE,1,1,1,33879,39722,41028,43343,-,-,41028,43342.5,5843,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
623,Segre En Balaguer,1012,ES,41.793029,0.807173,210,m,7796,Km2,41170.79167,Segre,Ebro,Ebro,-,7725,3557500,2122500,TRUE,TRUE,1,1,1,16723,39667,41028,43343,30293,30293,41028,43342.5,22944,2315,0,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
624,N. Ribagorzana A.A.Sta.Ana,1012,ES,41.877014,0.578476,300,m,1757,Km2,41170.79167,Noguera Ribagorzana,Ebro,Ebro,C518,1775,3542500,2137500,TRUE,TRUE,1,1,1,17077,40452,41028,43343,-,-,41028,43342.5,23375,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,Dam oscillations,3,D
625,Guadalope En Caspe,1012,ES,41.21049,0.012879,147,m,3845,Km2,41170.79167,Guadalope,Ebro,Ebro,C306,3850,3482500,2067500,TRUE,TRUE,1,1,1,27061,40452,41028,43343,-,-,41028,43342.5,13391,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
626,Aragon A.A. Yesa,1012,ES,42.61594,-1.210999,423,m,2191,Km2,41170.79167,Aragon,Ebro,Ebro,C516,2225,3402500,2237500,TRUE,TRUE,1,1,1,4751,40452,41028,43343,-,-,41028,43342.5,35701,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
628,Guadalope A.A. Santolea,1012,ES,40.777755,-0.313887,540,m,1236,Km2,41170.79167,Guadalope,Ebro,Ebro,C521,1225,3447500,2022500,TRUE,TRUE,1,1,1,17442,40452,41028,43343,-,-,41028,43342.5,23010,2315,-,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,D
629,Segre En Organya,1012,ES,42.229438,1.343341,541.05,m,2384,Km2,41170.79167,Segre,Ebro,Ebro,-,2300,3607500,2167500,TRUE,TRUE,1,1,1,18173,39722,41028,43343,30261,30264,41028,43342.5,21549,2315,3,2314,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
